qid1,qid2,label
S100289,S112899,1
S110722,S121592,1
S131375,S119490,1
S126801,S112445,1
S131094,S119943,0
S127574,S122320,1
S101771,S117668,1
S109033,S132671,0
S113487,S124160,1
S131093,S102952,1
S114594,S130156,1
S103671,S122516,1
S132870,S132464,1
S129693,S103723,1
S123832,S125106,0
S126923,S133190,1
S121554,S103372,0
S115476,S100122,1
S121400,S101648,1
S123353,S102841,0
S104784,S120738,0
S124725,S117570,1
S125335,S112075,1
S129767,S106599,0
S114628,S119951,1
S119324,S128823,0
S107228,S106171,1
S123857,S114568,0
S100875,S125823,1
S111645,S123849,0
S129574,S116205,0
S130859,S109191,1
S107955,S100397,1
S124458,S107115,1
S116517,S100502,0
S134783,S104036,0
S112443,S125548,0
S107896,S103695,1
S100206,S104749,0
S131690,S107298,0
S134643,S133064,1
S101643,S116399,1
S105282,S129426,0
S126472,S124132,1
S131900,S114324,0
S129333,S122680,0
S112215,S114828,0
S121894,S105623,0
S107755,S132725,0
S102396,S116452,0
S123434,S128579,1
S104305,S111859,0
S128931,S119417,1
S126046,S109382,1
S129411,S114677,1
S106210,S114554,1
S114054,S107280,1
S128638,S118494,0
S131509,S111046,1
S127988,S124421,1
S132243,S102193,1
S123007,S121169,0
S110399,S113412,1
S130876,S133880,1
S126520,S101564,0
S126846,S111273,0
S118564,S112976,1
S105343,S125691,0
S125003,S104699,0
S134443,S123192,0
S109344,S134002,0
S105777,S110260,0
S101063,S121922,0
S116046,S133025,1
S129247,S131564,1
S105967,S103134,0
S124334,S131194,1
S116280,S108806,0
S123820,S120178,0
S106308,S121705,0
S112701,S111160,0
S105866,S130371,1
S127734,S115780,1
S106099,S105184,1
S120964,S122171,1
S122389,S123008,1
S114465,S105327,1
S100107,S127484,0
S128893,S128795,1
S131054,S110094,1
S132970,S115001,0
S108967,S110901,0
S100478,S118389,1
S113350,S106763,1
S119375,S128873,1
S107091,S109883,1
S111087,S119245,1
S129359,S106369,0
S100758,S123049,1
S115913,S114748,1
S104436,S105498,0
S135050,S127385,1
S108263,S105850,1
S101520,S129982,1
S113344,S129126,1
S102284,S122431,0
S100724,S130634,1
S127734,S129924,1
S113335,S114692,1
S135136,S126827,0
S128708,S123814,1
S100440,S127883,0
S133600,S113853,1
S115623,S113743,0
S100269,S126213,1
S112167,S107873,0
S113240,S124434,0
S105501,S130801,0
S132597,S103955,0
S109829,S105286,1
S109174,S100801,0
S117200,S116869,0
S113391,S133862,1
S125059,S101851,1
S111444,S123681,0
S124318,S116600,1
S124719,S117982,0
S121908,S133142,0
S109013,S110401,1
S125192,S104497,0
S115554,S118010,1
S107235,S109272,0
S117734,S105521,0
S115943,S104785,0
S114394,S123843,1
S100100,S106154,1
S105481,S131736,1
S116246,S123457,1
S103587,S116203,0
S102581,S111926,0
S115521,S132186,0
S121412,S118311,0
S120214,S112306,0
S118668,S117440,0
S114661,S124490,1
S116014,S113915,0
S101904,S116990,0
S114506,S121455,0
S104790,S122969,1
S127167,S122103,1
S127126,S106343,0
S104436,S113486,1
S104745,S114179,1
S124633,S134063,0
S129270,S124050,1
S128764,S130395,1
S122346,S105007,0
S104321,S128545,1
S124760,S108920,1
S126669,S127218,1
S120273,S122926,1
S119689,S102297,0
S120260,S122465,1
S114310,S125108,1
S114507,S130703,1
S110871,S110217,1
S117383,S126808,0
S124150,S109149,1
S122817,S100592,0
S119465,S134996,1
S117854,S117937,0
S127585,S122140,1
S115447,S107410,1
S109262,S113464,1
S122067,S133198,0
S134844,S134779,0
S130543,S122740,1
S115301,S101913,0
S109682,S111187,0
S121123,S122469,0
S122298,S120796,0
S127765,S124795,1
S114489,S131679,0
S117759,S100864,1
S103905,S132331,1
S123885,S100514,1
S122718,S104048,0
S120191,S105590,0
S108770,S127723,1
S131921,S127293,1
S118441,S105156,1
S101905,S119979,0
S103714,S122187,1
S131493,S111724,0
S116586,S130923,0
S124373,S109932,0
S117576,S111589,0
S102188,S115572,0
S124052,S120467,1
S118435,S111617,1
S100263,S118056,1
S123500,S103633,1
S117994,S114670,0
S120840,S120852,0
S128981,S116492,1
S122273,S123017,0
S113219,S109090,1
S108608,S132541,1
S105373,S114081,1
S123637,S100927,1
S120189,S125507,0
S112238,S124804,1
S114018,S107262,0
S130065,S121054,0
S127997,S101209,0
S110822,S119238,0
S113185,S115812,0
S118391,S129280,1
S119964,S100087,0
S107509,S113118,0
S107780,S106598,1
S126054,S116196,1
S110368,S119658,0
S118195,S107634,0
S119448,S108628,0
S132803,S116720,1
S135073,S110285,0
S115035,S123293,1
S107695,S124266,0
S134420,S134584,0
S134452,S114837,1
S117808,S122987,0
S103996,S130027,0
S118994,S121928,0
S120382,S108863,1
S119363,S110108,0
S122716,S134683,0
S105517,S111064,0
S112909,S119063,1
S113081,S124868,1
S115995,S127975,0
S117530,S113474,1
S117274,S131839,1
S130526,S110309,1
S117186,S112569,1
S122005,S104567,1
S121418,S105232,1
S131823,S122910,1
S119739,S129057,0
S113140,S109164,1
S132301,S105751,1
S101279,S130897,0
S116171,S109930,1
S112677,S113075,1
S129120,S131795,0
S103416,S127068,1
S126095,S129722,0
S130852,S134637,0
S123285,S120385,0
S134845,S129831,0
S107836,S118879,0
S118308,S110578,1
S101602,S108901,0
S117004,S132914,1
S101824,S134603,1
S113608,S100071,1
S116545,S112203,1
S108233,S121770,1
S115896,S105402,0
S126395,S126518,0
S118227,S132142,0
S106400,S130367,1
S124527,S111110,0
S122823,S107171,0
S134079,S109749,0
S117027,S128599,1
S131228,S100163,1
S115478,S123185,1
S115418,S125090,1
S108889,S107543,0
S123605,S105659,0
S111719,S117472,0
S122244,S113947,1
S115597,S117724,0
S105299,S102717,1
S124311,S131651,1
S102699,S117971,0
S121036,S115997,0
S110773,S129723,0
S104224,S125505,0
S123337,S126899,1
S122542,S125782,0
S118093,S112387,0
S110343,S132842,0
S128132,S127921,1
S117959,S123087,1
S108494,S131320,1
S111444,S133947,1
S114742,S118907,1
S101415,S114464,0
S100782,S119006,0
S115739,S122418,0
S107104,S113122,1
S107114,S114190,1
S117435,S108324,1
S114880,S112794,1
S108205,S103993,1
S117348,S100851,0
S101153,S115839,1
S106823,S110938,0
S119355,S113559,1
S108269,S131844,0
S104642,S135208,0
S132042,S115983,1
S123331,S109376,0
S124203,S127066,0
S129004,S102472,1
S106608,S108394,1
S129248,S112289,1
S106271,S104347,0
S113300,S118145,0
S121328,S130975,1
S132776,S134078,0
S119574,S132798,0
S103940,S109915,1
S118942,S108489,0
S112200,S133249,1
S110819,S121833,1
S100650,S100227,0
S129411,S123351,0
S113768,S105366,1
S119379,S101349,1
S134672,S104157,1
S104774,S114660,1
S113015,S125323,1
S105145,S104482,0
S111301,S134514,0
S108120,S117243,1
S133992,S131143,0
S117746,S109182,0
S101489,S119736,1
S114919,S113944,1
S123056,S132148,0
S124249,S120904,1
S121940,S130037,1
S114768,S123040,0
S131473,S134306,0
S116067,S123127,0
S114600,S111945,0
S115502,S131932,0
S120497,S131829,1
S107151,S131426,1
S122864,S123791,1
S133225,S129536,0
S114470,S128906,1
S110761,S114982,1
S108244,S119758,0
S127645,S127926,1
S125338,S121774,1
S114760,S101140,0
S106024,S112264,1
S103449,S104532,1
S105037,S128531,0
S129639,S106198,0
S114032,S119363,0
S122418,S115949,0
S121341,S110902,1
S121568,S110260,1
S126303,S121531,1
S111418,S117161,1
S114566,S102239,1
S101459,S124159,0
S134952,S105668,0
S128004,S134356,1
S100096,S130356,1
S113574,S110318,1
S128253,S111385,0
S132293,S114055,1
S132686,S113820,0
S134183,S105601,1
S115570,S114930,1
S122734,S108564,1
S130596,S124840,0
S126034,S124302,0
S113233,S108429,0
S123241,S110149,0
S117444,S116380,0
S100211,S110100,1
S107367,S109633,1
S126042,S108376,1
S110617,S128278,1
S116730,S114272,1
S109281,S111072,0
S124777,S107171,0
S103214,S120247,0
S113620,S119759,0
S108722,S109224,0
S121004,S105230,0
S118828,S129238,0
S112782,S125524,0
S108568,S119161,0
S100483,S115668,1
S102694,S102756,0
S115792,S132544,0
S100264,S103532,0
S133325,S105872,1
S100863,S124662,0
S125901,S120438,1
S118578,S111233,1
S121891,S120249,1
S107388,S131355,0
S102061,S114285,0
S134970,S107297,1
S109488,S103669,0
S104519,S112901,0
S102132,S101147,1
S128537,S119057,1
S111644,S121716,1
S101819,S118042,0
S111171,S111382,1
S131024,S123395,0
S131714,S123232,1
S129237,S118023,1
S101697,S129536,1
S115803,S130757,1
S118888,S135196,1
S105235,S132555,0
S123369,S124028,1
S105339,S127548,0
S127594,S100073,0
S102727,S118015,0
S111976,S122013,0
S129050,S104591,1
S122983,S120426,0
S130632,S102268,1
S113502,S120509,1
S120962,S104325,1
S105345,S107709,1
S127317,S104974,1
S116609,S129688,0
S129048,S129924,0
S110123,S129579,0
S134550,S114833,0
S134007,S101480,1
S108276,S125260,1
S109678,S104063,1
S133508,S102832,0
S106033,S120701,0
S123793,S121202,0
S102130,S131907,1
S133672,S132995,1
S130350,S122635,0
S135180,S121500,0
S114375,S103220,0
S122506,S106318,0
S116214,S114670,1
S107320,S128658,0
S130827,S127913,1
S102895,S127506,0
S112470,S106097,1
S120248,S109036,1
S100883,S106247,1
S110501,S125191,0
S130125,S135225,0
S112158,S105878,0
S108167,S104256,1
S117111,S115166,0
S113656,S107724,0
S107624,S130806,1
S116620,S106963,0
S104533,S100096,0
S117780,S105152,1
S123702,S109155,1
S103696,S113212,1
S114977,S104173,1
S109248,S133599,0
S112011,S105354,0
S128278,S116357,0
S109388,S108701,0
S100288,S121775,1
S118401,S100293,1
S104815,S113029,0
S122540,S112967,0
S110956,S115171,1
S129360,S103756,1
S129105,S117889,0
S133272,S131359,0
S106707,S124742,0
S112974,S115173,1
S119654,S113096,0
S121253,S133967,1
S130266,S114404,0
S132245,S107892,0
S105044,S131734,1
S126833,S121561,1
S116607,S100014,1
S129752,S121113,0
S115827,S128558,0
S116913,S123623,1
S124493,S130253,0
S110092,S135089,0
S114607,S128041,1
S111773,S104417,0
S132654,S118448,1
S119868,S106920,0
S124512,S105094,1
S127087,S110283,0
S104841,S132423,0
S123212,S100215,0
S109294,S102461,1
S115057,S126667,1
S114877,S112096,0
S107767,S129612,1
S103436,S112673,0
S125928,S135195,0
S103817,S117708,1
S112804,S123348,0
S128281,S112023,0
S118851,S110013,1
S112799,S130724,1
S132652,S102849,1
S133286,S126824,1
S113956,S115489,0
S116308,S100663,1
S114095,S132093,1
S110128,S111368,1
S103850,S123443,0
S105630,S121111,0
S119007,S134979,0
S125689,S125415,1
S109412,S123608,1
S126820,S101781,0
S126409,S127527,0
S123201,S116697,0
S116442,S101795,1
S121063,S105548,0
S109929,S106684,0
S100774,S129679,0
S115280,S122455,1
S113251,S132260,0
S119670,S115746,1
S123872,S114140,0
S133380,S121762,1
S108475,S104489,1
S128449,S128054,0
S128364,S109106,0
S114455,S128341,1
S131780,S125713,0
S109754,S101358,1
S120919,S126755,0
S104063,S108201,0
S109221,S122683,0
S115809,S122848,0
S102190,S111333,1
S124827,S122590,1
S122327,S115474,0
S133223,S103148,1
S100753,S122828,0
S102119,S130211,0
S101953,S119992,0
S133110,S109171,0
S122540,S128811,0
S123403,S105459,1
S125223,S122673,0
S111191,S119163,0
S118040,S121556,0
S132304,S127835,0
S117763,S118868,1
S124259,S124415,1
S114929,S115223,1
S125077,S121729,1
S124534,S107011,0
S102289,S102030,0
S106789,S132722,0
S109837,S114948,1
S131860,S126741,0
S106540,S133804,1
S126373,S129056,1
S123602,S132781,1
S104257,S131602,1
S106222,S127349,0
S121912,S106994,1
S122021,S113701,1
S111555,S111658,1
S109566,S109614,0
S103650,S105216,1
S122367,S114948,0
S125223,S117870,1
S120550,S117842,1
S132710,S132279,1
S103148,S123018,0
S113433,S121321,1
S129762,S119574,1
S116031,S110100,0
S100249,S124594,1
S107029,S127002,0
S130227,S133381,1
S106729,S107234,0
S109079,S133036,1
S110375,S105388,1
S123583,S126279,0
S110481,S103637,0
S109266,S135212,0
S119596,S124822,0
S131689,S123705,0
S117418,S124256,1
S113010,S125727,1
S126983,S107322,1
S120473,S103518,0
S134712,S118469,0
S123220,S128999,1
S121204,S103483,0
S114793,S108677,0
S106648,S101138,1
S116557,S103854,1
S101282,S120990,1
S129315,S123568,1
S122889,S105918,0
S121054,S106484,1
S127671,S105880,0
S111915,S114451,0
S103717,S124361,0
S117888,S134469,0
S104816,S125333,1
S113465,S121341,0
S109921,S110946,0
S127541,S107908,0
S119708,S127366,0
S131162,S109075,1
S122108,S118426,1
S127979,S133569,0
S103350,S109313,1
S122069,S110355,0
S124535,S133361,1
S111004,S104192,1
S133548,S120462,1
S111273,S124398,1
S103951,S112457,1
S113832,S116015,0
S131443,S124632,0
S105963,S128891,1
S115420,S109433,1
S113939,S121228,0
S124952,S118505,1
S103661,S100419,0
S111786,S102401,0
S117352,S132421,0
S119869,S124628,1
S112131,S113139,0
S131677,S129451,1
S123832,S132515,1
S101942,S100940,0
S127110,S108792,1
S117621,S128388,1
S126449,S109547,0
S119191,S127341,1
S104776,S113359,1
S107713,S104110,0
S121987,S118281,1
S122434,S100926,0
S111704,S123349,0
S124036,S135138,1
S107322,S121413,0
S122971,S120023,0
S105308,S129027,1
S129016,S120471,0
S108079,S131142,0
S100854,S120937,0
S117389,S110739,0
S128167,S121922,1
S107152,S129511,0
S127827,S120635,0
S101895,S132058,0
S106372,S135067,0
S126297,S131438,0
S104371,S133899,0
S122656,S113792,0
S130500,S124604,0
S115378,S108596,1
S122536,S118775,1
S104680,S109273,1
S126577,S121929,0
S107695,S112370,1
S105517,S112816,0
S124311,S111104,0
S130856,S132341,1
S118255,S115865,1
S134964,S113302,0
S132354,S119066,1
S116108,S123560,1
S106817,S116963,1
S119470,S121743,1
S115921,S122545,0
S106805,S120209,1
S107885,S101026,0
S106458,S131270,0
S134997,S130890,1
S109308,S118475,0
S118846,S129247,0
S130704,S103479,0
S133151,S131406,1
S120077,S131403,1
S119404,S127741,0
S104936,S116673,0
S121957,S113530,1
S128403,S114295,0
S135152,S132986,1
S102826,S129902,1
S119742,S113360,0
S114983,S119304,1
S121728,S113477,0
S120028,S102913,0
S132477,S131443,1
S119429,S112936,1
S127768,S129960,1
S114828,S129174,1
S105886,S107329,0
S110296,S120376,0
S101050,S103598,1
S104077,S121948,0
S130277,S120972,0
S104605,S123524,1
S116286,S134807,0
S112776,S131497,0
S131382,S118561,1
S113752,S113103,1
S107457,S116673,0
S111917,S107054,0
S131663,S130584,1
S110866,S117684,0
S121414,S134673,0
S122366,S114744,0
S132966,S132351,1
S101726,S119770,0
S129499,S106546,1
S119585,S116845,0
S105172,S118858,0
S115714,S101384,1
S102627,S122249,0
S108320,S128254,0
S128342,S114146,0
S133562,S102168,1
S132863,S117195,1
S118369,S131227,0
S133449,S115501,1
S112657,S100216,1
S104133,S114589,0
S103954,S124147,1
S132630,S130739,1
S127955,S121326,1
S104795,S131966,0
S115221,S100963,0
S113856,S108512,0
S117057,S108215,1
S103445,S104620,0
S123757,S123827,0
S104309,S121926,1
S107480,S103914,1
S104565,S127917,1
S124477,S124232,0
S108876,S103475,1
S117478,S111228,1
S103395,S132621,0
S119570,S104166,1
S117669,S104818,0
S124028,S114619,0
S103302,S100831,0
S107008,S128365,0
S124526,S102029,1
S103080,S114945,1
S112753,S117739,0
S111332,S106677,0
S135121,S105256,0
S121994,S104994,1
S101466,S120364,1
S123472,S130204,1
S103315,S131450,1
S134999,S122933,1
S129193,S123922,1
S127511,S112189,0
S131014,S124667,0
S114956,S122718,1
S103509,S108980,1
S131734,S107587,0
S118271,S113331,1
S111571,S112770,1
S107594,S130590,1
S117019,S100632,1
S107586,S107432,1
S110821,S131450,1
S102816,S127368,1
S123273,S124359,1
S114739,S124143,1
S135117,S109719,0
S104931,S129259,0
S130148,S117899,1
S112980,S118649,1
S102839,S113410,0
S117685,S135054,0
S119993,S125471,0
S101376,S105445,1
S109731,S108051,1
S114136,S109998,0
S130690,S101814,0
S125541,S134645,1
S114795,S133880,1
S108315,S115606,1
S132067,S111406,1
S112765,S103834,0
S112693,S121437,0
S130260,S132519,1
S131060,S100876,1
S101422,S120477,0
S134776,S111087,1
S119167,S127393,1
S132066,S120519,1
S112285,S107122,0
S100202,S112429,1
S119165,S131202,0
S109347,S113871,0
S123234,S109740,0
S121058,S114293,1
S131096,S104817,1
S130316,S109819,0
S116212,S129641,0
S121111,S103213,1
S103410,S130678,0
S109303,S125552,0
S132306,S105440,0
S135258,S114666,1
S100492,S104127,1
S113649,S100116,1
S109498,S116974,1
S128927,S117378,0
S130123,S108076,0
S103223,S126676,0
S111524,S126988,1
S131567,S111281,0
S125902,S125268,0
S129978,S124150,0
S102230,S102847,1
S131267,S123978,0
S122237,S127284,0
S121038,S123555,1
S131583,S132025,1
S123770,S114205,0
S107697,S109852,0
S116209,S105694,0
S131214,S109567,1
S130943,S113786,0
S121491,S111583,0
S103430,S103376,0
S118495,S133907,0
S127059,S116999,1
S129043,S110308,1
S123744,S108409,0
S129552,S117378,0
S132262,S110350,0
S129342,S114168,1
S119320,S128498,1
S130603,S129119,0
S103085,S103289,0
S101654,S105365,1
S101379,S118533,0
S117625,S111886,1
S131063,S106578,0
S110783,S133802,0
S106217,S116621,1
S127597,S113263,0
S130795,S107524,0
S103226,S133594,1
S101450,S127091,1
S129823,S106524,1
S130852,S104041,0
S114266,S120132,0
S116648,S129692,1
S104912,S126688,1
S108854,S131374,0
S128628,S117473,0
S121848,S100586,1
S126507,S127778,1
S130099,S125741,0
S115675,S118762,1
S101653,S121190,1
S115042,S124192,1
S108509,S113253,1
S126747,S110497,0
S113335,S111538,1
S133282,S100927,0
S102807,S129613,0
S123831,S102073,1
S116224,S127394,0
S121400,S107995,0
S104550,S113391,0
S129696,S108041,1
S117275,S124976,0
S127103,S108371,1
S128134,S107113,1
S109879,S108437,0
S120589,S102332,0
S122719,S109794,1
S117709,S112236,0
S109579,S128092,0
S113873,S127254,0
S114587,S133376,1
S126883,S116079,1
S128324,S108989,0
S108444,S102928,1
S130306,S105951,1
S126100,S101693,0
S133898,S128571,0
S104589,S101182,0
S128475,S116280,1
S111118,S133958,0
S127742,S101852,0
S123027,S108483,1
S115415,S126358,0
S119443,S109095,0
S108896,S119464,1
S134074,S105085,1
S112642,S134171,0
S126978,S112787,1
S108747,S113133,0
S111514,S134513,1
S126058,S125575,0
S118483,S109900,1
S108736,S121297,1
S118823,S100743,1
S108430,S119315,1
S108251,S101455,1
S108642,S124406,1
S101510,S111902,1
S113467,S104959,0
S108654,S115265,0
S108184,S106912,0
S102906,S132476,1
S134682,S106533,1
S116921,S124799,0
S104346,S105564,1
S124951,S132602,0
S127665,S126407,1
S111001,S104910,0
S120880,S109761,0
S125441,S123735,0
S134056,S101443,1
S119291,S108029,0
S133330,S118413,1
S125488,S130925,0
S133095,S113937,1
S104994,S104518,0
S118250,S125372,0
S112808,S127861,0
S109248,S101372,0
S108250,S118082,1
S108173,S111781,0
S116126,S123301,0
S103668,S132515,0
S116465,S122145,1
S103155,S125612,0
S116321,S111970,0
S121494,S125197,0
S117805,S119048,0
S116786,S121006,1
S108760,S131796,0
S102603,S125990,1
S116516,S132555,1
S114762,S101855,1
S130921,S131678,1
S130295,S115971,0
S125553,S122891,1
S124705,S114613,1
S134490,S130869,0
S103695,S104653,0
S110444,S117408,0
S114937,S125750,1
S102768,S122889,1
S112226,S111719,1
S101279,S134701,1
S134563,S104573,1
S116807,S122851,0
S133084,S130650,0
S133424,S106700,0
S133060,S130283,1
S102826,S134170,0
S134209,S121777,0
S111978,S111869,0
S102909,S119944,0
S122175,S134305,1
S118835,S103073,0
S127994,S125166,1
S127531,S114060,1
S135195,S119911,1
S105890,S123439,0
S110199,S115543,0
S122447,S128989,0
S120248,S118636,0
S130760,S111849,1
S102107,S114277,0
S114805,S126727,0
S114273,S100022,1
S119229,S121038,0
S132474,S122094,1
S130912,S116488,0
S115323,S102300,1
S117803,S133425,1
S133708,S115122,0
S123799,S113365,0
S112218,S103414,0
S121579,S133445,0
S127866,S110629,0
S109644,S118212,0
S125681,S112359,1
S108480,S113244,0
S121977,S105967,1
S120587,S116570,1
S108134,S105638,1
S104478,S100851,0
S113024,S121632,1
S128152,S121838,0
S106316,S102061,0
S111810,S118478,1
S108377,S127546,0
S135074,S100620,1
S122650,S115098,1
S108294,S122285,1
S102930,S130237,1
S121353,S125805,0
S122489,S111620,1
S108934,S105538,1
S132938,S132018,1
S134031,S123763,1
S111430,S127357,0
S114195,S107320,1
S110599,S104023,0
S100838,S131612,0
S122467,S130221,1
S125798,S100370,1
S128034,S115851,1
S132624,S119921,0
S106111,S132905,0
S119371,S124376,0
S130423,S125499,0
S101907,S112482,0
S113391,S107375,1
S106794,S118774,0
S127552,S111532,0
S122942,S133039,1
S117914,S111470,0
S104615,S131422,0
S105554,S127756,0
S133162,S111388,1
S133445,S101622,1
S130436,S107080,0
S128218,S105721,1
S100944,S125383,0
S105282,S118084,1
S122537,S112507,1
S131303,S131822,0
S110193,S104407,1
S118329,S131757,1
S125539,S125119,0
S109483,S129989,0
S117197,S126515,0
S100860,S134205,0
S109188,S134269,0
S118415,S128374,1
S110789,S119673,1
S116048,S111656,1
S132838,S121984,1
S120164,S120042,0
S102417,S111678,1
S104557,S100322,1
S117708,S133417,0
S115344,S105757,1
S132888,S103109,0
S115894,S119732,0
S104635,S100669,0
S109799,S110941,0
S108021,S130434,0
S121815,S104740,0
S110323,S107349,0
S115098,S116555,1
S102717,S123977,0
S111348,S120696,1
S117099,S124604,0
S126878,S127753,1
S104236,S132655,1
S134852,S111728,1
S131235,S127264,1
S111348,S116246,0
S112829,S135267,1
S114616,S123848,1
S111255,S110745,0
S102024,S104548,0
S131900,S134579,1
S109272,S104199,0
S122461,S131292,1
S116082,S119080,0
S134754,S131153,1
S114059,S120026,1
S113848,S114524,1
S126298,S125779,0
S115145,S104059,1
S114428,S108281,1
S130893,S113357,0
S120889,S115518,1
S110462,S123757,0
S107482,S101512,1
S105059,S128621,1
S124063,S107161,1
S130085,S111011,1
S109332,S130216,1
S132686,S120764,0
S132269,S114955,0
S116388,S127426,0
S127120,S134028,1
S121661,S110967,0
S110257,S102361,1
S114889,S134894,0
S125934,S134280,0
S131157,S109665,1
S121515,S122258,1
S122006,S132926,0
S126099,S113833,1
S121801,S123187,0
S105433,S129334,0
S120753,S129987,0
S112668,S130981,1
S127128,S131516,0
S101773,S110821,0
S129240,S111569,1
S120672,S105257,0
S130936,S128648,0
S110372,S134609,0
S122515,S130553,0
S121826,S106849,0
S126563,S129339,1
S104642,S121871,0
S132464,S111866,1
S126071,S126374,1
S101035,S126978,0
S108050,S126213,0
S132952,S128169,0
S133164,S124724,0
S134184,S122568,0
S106000,S106095,1
S103766,S100185,1
S108071,S102667,0
S104700,S132200,1
S126567,S122546,1
S126355,S125670,1
S116364,S118441,0
S116692,S122439,0
S106034,S125856,0
S102053,S108827,0
S131091,S132335,1
S117039,S114432,0
S133258,S115484,1
S133802,S104171,1
S105365,S131303,0
S122390,S126685,1
S102990,S115994,1
S108391,S124469,1
S114188,S101844,0
S118712,S134865,1
S132613,S122102,1
S105877,S109559,0
S132138,S122507,0
S129300,S112556,1
S100024,S114207,0
S129766,S107396,1
S108587,S118239,1
S121657,S124960,1
S104727,S101254,0
S115994,S117873,0
S120965,S130740,0
S100394,S101178,1
S132048,S106274,1
S109438,S103043,0
S115881,S108800,0
S104291,S124745,0
S128425,S114825,0
S128449,S127179,1
S103525,S100589,0
S134363,S130431,0
S131113,S132835,0
S120487,S131622,1
S118829,S129992,1
S104230,S112304,0
S134932,S121773,1
S115694,S118144,1
S100187,S126808,1
S124908,S134750,0
S118458,S118336,0
S127522,S111587,0
S107039,S110438,1
S104862,S122768,0
S100092,S110464,0
S102259,S102541,0
S133703,S114002,0
S119652,S105108,0
S119738,S124090,0
S108904,S124757,0
S125291,S101311,0
S103720,S116032,1
S132779,S116477,0
S125046,S124035,0
S134585,S108409,1
S118398,S118323,1
S110431,S127095,1
S108947,S112986,0
S102302,S109478,0
S100913,S113672,0
S120512,S102059,1
S102646,S112502,1
S109779,S103134,0
S111299,S103650,0
S103342,S129344,0
S102058,S133864,0
S129720,S106997,1
S103025,S116674,0
S125979,S111123,1
S129266,S132329,0
S103416,S134531,0
S103663,S121363,0
S126741,S123008,0
S123042,S121544,1
S101289,S124331,0
S104426,S125159,1
S108879,S121239,0
S115837,S113313,1
S111162,S101565,1
S104609,S118044,1
S129159,S115574,0
S123094,S133691,1
S103693,S124423,1
S115823,S118564,0
S128081,S113822,0
S134231,S133194,1
S102407,S119522,0
S126416,S132339,1
S106389,S101495,0
S122404,S132289,1
S101944,S126145,1
S105155,S129435,1
S104041,S132154,1
S111170,S121494,1
S134184,S107902,0
S129135,S101089,0
S132527,S116530,0
S127648,S116999,0
S134179,S128391,0
S104243,S115884,1
S118547,S126723,1
S111690,S119479,1
S113238,S128011,0
S128601,S109410,1
S125667,S131020,1
S110502,S116025,0
S105143,S121191,0
S102595,S108746,0
S128793,S106752,0
S100498,S108815,0
S120985,S135061,1
S119784,S118876,1
S127870,S112701,1
S109920,S123516,0
S101468,S106347,0
S127107,S111558,0
S124565,S131448,1
S123948,S112818,0
S117644,S120970,1
S118118,S122001,1
S113210,S124940,1
S104025,S109825,1
S129725,S119864,1
S110247,S130283,0
S124972,S109013,0
S119368,S101848,1
S111261,S126385,1
S107654,S112101,0
S108784,S104474,0
S101011,S122571,1
S109808,S133529,0
S112864,S108931,1
S116297,S124664,0
S111698,S128087,1
S130947,S106046,0
S125269,S119444,1
S102178,S121221,1
S134707,S109180,0
S135211,S115169,0
S120950,S106853,1
S100143,S106333,1
S125441,S110490,1
S129537,S113471,1
S105035,S116716,1
S123673,S121785,0
S118804,S118509,0
S134247,S109677,1
S104191,S125224,0
S106233,S130009,1
S130438,S112918,0
S117018,S110091,1
S133702,S126103,1
S102498,S118964,0
S108256,S124094,1
S103595,S115602,0
S102817,S122721,0
S110431,S101438,0
S130020,S115634,1
S126861,S126529,0
S105570,S121107,0
S130698,S113854,0
S101281,S126798,1
S125871,S126656,1
S102323,S110845,0
S122451,S126711,0
S127184,S130255,1
S118503,S104076,1
S104824,S130796,0
S104088,S104610,1
S103310,S104657,0
S103449,S110467,1
S128061,S123428,1
S131390,S102303,0
S118141,S119412,1
S104845,S129302,0
S133677,S122785,1
S111640,S120917,1
S133274,S118824,1
S132161,S131861,1
S115458,S122450,0
S122601,S122256,0
S112400,S101591,0
S111697,S122140,1
S127835,S120003,0
S132518,S112721,0
S127625,S104525,0
S130400,S128432,1
S121203,S108040,0
S103650,S127141,0
S134959,S100092,1
S124349,S121918,1
S107044,S133366,1
S108913,S108837,1
S121738,S128194,1
S107625,S133226,1
S118772,S119541,0
S126496,S119839,1
S123603,S102667,1
S113495,S122836,0
S108815,S129124,1
S133993,S132155,0
S114212,S111837,1
S120698,S117823,1
S100344,S135069,1
S100425,S104129,0
S129157,S121238,1
S125050,S110647,1
S103082,S134673,1
S107375,S130259,1
S116302,S113968,0
S126644,S101405,0
S111130,S121807,0
S114265,S103411,0
S111169,S115102,1
S103740,S121277,0
S116101,S113847,1
S124530,S133659,1
S107059,S132869,0
S113904,S106097,0
S100945,S109715,1
S122497,S119110,1
S103490,S130213,1
S123805,S100123,1
S101873,S131756,1
S126394,S111631,1
S125220,S101580,1
S132448,S124551,0
S109190,S128815,1
S114174,S120891,1
S119330,S108342,1
S124305,S100984,1
S109646,S108751,0
S130890,S134740,1
S112137,S113442,0
S118132,S113385,1
S109343,S132061,1
S122799,S112082,0
S129083,S123730,1
S129593,S114117,1
S117320,S130484,1
S112277,S129051,1
S118645,S108318,1
S118879,S100142,0
S126613,S118952,1
S121464,S114072,1
S108926,S108399,0
